Date,0005,0992,1299,0027
9/12/2017,75.508125,4.212427,59.650002,52
9/13/2017,75.358696,4.202562,59.5,53.25
9/14/2017,75.458313,4.202562,59.099998,52.549999
9/15/2017,75.059845,4.163101,59,52.299999
9/18/2017,75.856773,4.133506,60.349998,52.849998
9/19/2017,76.354851,4.12364,59.799999,52.400002
9/20/2017,76.354851,4.12364,60.049999,52.849998
9/21/2017,76.354851,4.133506,60.200001,54.150002
9/22/2017,75.90657,4.12364,59.900002,53.849998
9/25/2017,75.856773,4.113775,59.200001,52.549999
9/26/2017,75.90657,4.113775,58.299999,52.650002
9/27/2017,75.90657,4.291348,58.349998,54.049999
9/28/2017,75.90657,4.242023,58,54.299999
9/29/2017,76.255234,4.251887,57.599998,55
10/3/2017,77.151764,4.301214,57.700001,55.799999
10/4/2017,77.550224,4.242023,58.650002,56.450001
10/6/2017,77.052147,4.281483,59.599998,55.400002
10/9/2017,77.201569,4.311079,59.450001,53.599998
10/10/2017,78.29734,4.320944,59.599998,54.049999
10/11/2017,77.799263,4.271618,59.75,53.200001
10/12/2017,77.101067,4.320944,60.25,53.900002
10/13/2017,77.00132,4.40973,61.150002,53.049999
10/16/2017,77.101067,4.468922,61.049999,53.299999
10/17/2017,76.951454,4.449191,61.650002,52.799999
10/18/2017,76.801834,4.439326,61.950001,52.700001
10/19/2017,75.804413,4.399865,61.099998,51.400002
10/20/2017,76.303123,4.508382,60.200001,52.849998
10/23/2017,76.303123,4.498517,59.200001,52.650002
10/24/2017,76.303123,4.468922,58.75,53
10/25/2017,76.502609,4.488652,59.099998,53.099998
10/26/2017,76.702095,4.537977,59.400002,52.599998
10/27/2017,76.901581,4.567573,60,51.549999
10/30/2017,76.652222,4.508382,59.400002,51.799999
10/31/2017,76.003891,4.459056,58.700001,53.099998
11/1/2017,76.452736,4.518247,60.150002,55.299999
11/2/2017,75.654793,4.616899,59.650002,54.349998
11/3/2017,75.405441,4.488652,60.25,53.950001
11/6/2017,75.106216,4.468922,59.900002,54.700001
11/7/2017,75.604927,4.459056,60.5,55.799999
11/8/2017,75.156082,4.488652,61.200001,56.099998
11/9/2017,75.654793,4.508382,61.25,56.5
11/10/2017,75.754539,4.488652,61.599998,57.099998
11/13/2017,75.455315,4.439326,65.300003,56.450001
11/14/2017,74.956596,4.429461,65.900002,56.25
11/15/2017,74.906723,4.399865,64.599998,55.5
11/16/2017,75.156082,4.380135,65.300003,55.349998
11/17/2017,75.056343,4.380135,65.900002,55.700001
11/20/2017,74.906723,4.39,65.300003,58
11/21/2017,75.405441,4.41,68.099998,58.200001
11/22/2017,76.751961,4.44,68.150002,58.549999
11/23/2017,75.954025,4.47,67.5,57.650002
11/24/2017,76.103638,4.46,68.349998,58.049999
11/27/2017,76.602356,4.45,67.800003,58.599998
11/28/2017,76.751961,4.44,66.25,58.400002
11/29/2017,77.799263,4.44,65.949997,57.950001
11/30/2017,77.799263,4.44,63.299999,56.150002
12/1/2017,77.699524,4.41,63.200001,57.400002
12/4/2017,77.500031,4.41,63.599998,57.650002
12/5/2017,77.150932,4.4,62.599998,56
12/6/2017,75.904152,4.36,61.799999,54.5
12/7/2017,76.053764,4.31,60.799999,56.150002
12/8/2017,76.602356,4.3,61.799999,57.5
12/11/2017,78.098495,4.3,62.650002,58.599998
12/12/2017,78.148361,4.29,63.200001,57.700001
12/13/2017,79.74424,4.31,63.450001,61
12/14/2017,79.345276,4.31,62.200001,60.75
12/15/2017,78.347847,4.31,61.950001,61.849998
12/18/2017,78.647072,4.3,62.599998,61.900002
12/19/2017,79.14579,4.36,63.150002,62.099998
12/20/2017,79.095917,4.36,62.599998,62.75
12/21/2017,79.345276,4.42,63.099998,63.099998
12/22/2017,79.794113,4.58,63.950001,61.950001
12/27/2017,79.594635,4.51,64.5,61.650002
12/28/2017,79.794113,4.48,65.25,62
12/29/2017,79.74424,4.41,66.650002,62.700001
